Job Title,Company,Loaction,PostDate,CurrentDate,Summary,Salary,Joburl
Full Stack .Net Developer,Verbat Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Experience with MVC, OOPS, SOLID principles, design patterns, and modern architectural trends. Experience with data access using Entity Framework, or OData. Senior-level expertise with ASP.",,https://in.indeed.com/rc/clk?jk=8eb35d0c3b8df390&fccid=6038409a2c8713bc&vjs=3
Senior .Net (MVC) Developer,Verbat Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Build and maintain application functionality for new and existing systems using the . Enhance existing systems by analyzing business objectives, preparing an action plan and identifying areas for…",,https://in.indeed.com/rc/clk?jk=517538576e8fb49f&fccid=6038409a2c8713bc&vjs=3
Magento Developer,iRod Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Integration with third party applications, payment gateways, ERP. LAMP Experience, at least 2+ years of Magento experience. End to End implementation of Magento 2 ecommerce platform.",,https://in.indeed.com/rc/clk?jk=90944138e758309a&fccid=92541dc66ba9daeb&vjs=3
Python Developer,Tranzmeo It Solutions Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Minimum 3 years hands-on expertise in core python. Strong understanding of the software development life cycle and best practices and experience of working in an Agile development environment and…,"₹3,00,000 - ₹12,00,000 a year",https://in.indeed.com/rc/clk?jk=04d54b368b404e83&fccid=e10263cb97f3ec24&vjs=3
Lead Software Engineer,Valorem,"Kochi, Kerala",30+ days ago,"June 16, 2021",The successful candidate will have a solid understanding of modern application development techniques and frameworks and good experience using the Microsoft technology stack for development.,,https://in.indeed.com/rc/clk?jk=e29b4c2f5550f412&fccid=18750a9e6a7dcaae&vjs=3
Developer Lead,HR Devi and Associates,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Influence strategic direction of the products developed and new business areas. Mentor and train more junior developers. Design and Develop reusable analytics products for our clients.,"₹15,00,000 - ₹30,00,000 a year",https://in.indeed.com/rc/clk?jk=d8fed9a3f41ddd87&fccid=b34ea636f2b77053&vjs=3
Ruby Rails Developer,Horizon Consulting Services,"Ernakulam, Kerala",14 days ago,"June 16, 2021",Integration of data storage solutions Integration of user-facing elements developed by front-end developers with server side logic. Understanding of fundamental design principles behind a scalable…,,https://in.indeed.com/rc/clk?jk=249a7cd70c341b5f&fccid=8f86fc4846d79276&vjs=3
Full Stack Developer,Kennedys,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Net, database and development technologies currently used by the firm, particularly Enterprise scale applications integration and other technologies as required by the IT Director.",,https://in.indeed.com/rc/clk?jk=1cf0a330964f47ef&fccid=69a5b168278f121a&vjs=3
"Senior Software Engineer - C++, VC++",QuEST Global Engineering,"Thiruvananthapuram, Kerala",2 days ago,"June 16, 2021","Dialog & SDI based applications with basic controls (buttons, edit box, Radio buttons, scrollbar, Tree control, List control etc). Experience in using bug tracking tools.",,https://in.indeed.com/rc/clk?jk=4fa20526bc9c265a&fccid=ad3813e46e9342cd&vjs=3
PHP Web Developer,Tech Minds Technology Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","2 to 3 years of experience in the same field. He/ She should be capable of doing Web applications independently. Coordinate with the team to manage, optimize and customize multiple web applications.",,https://in.indeed.com/rc/clk?jk=4ba2d5ef08ff3140&fccid=25c517f483705812&vjs=3
Senior Agile web developer,BEO software,"Kochi, Kerala",30+ days ago,"June 16, 2021",Experience in backend technologies like Java is an added advantage. Experience in Object oriented programming with Typescript. Experience in Webpack and Gradle/Gulp.,,https://in.indeed.com/rc/clk?jk=04b7dc5fc388c651&fccid=583b9c2cae4cbf5a&vjs=3
Senior Python Developer,Nubeslab,"Kochi, Kerala",30+ days ago,"June 16, 2021",We are looking for a Senior Python Developer to build functional and efficient server-side applications. Integrate front-end components into applications. Build efficient back-end features in Python.,,https://in.indeed.com/rc/clk?jk=ecf29603dc98117e&fccid=01c5062ea1d6d5cc&vjs=3
.Net Developer,Datastone Solutions,Kerala,30+ days ago,"June 16, 2021","Design, code and test new Windows and web software applications; Enhance existing systems by analyzing business objectives, preparing an action; plan and identifying areas for modification and…",,https://in.indeed.com/rc/clk?jk=b888a0b9c898ca2a&fccid=289d4ce2e3331662&vjs=3
ASP.NET Developer,White Rabbit Group,"Kochi, Kerala",30+ days ago,"June 16, 2021",Work closely with the quality assurance team to ensure delivery of high quality and reliable web applications. The main scope of work will include everything from back-end to client-side code using…,,https://in.indeed.com/rc/clk?jk=a851017dd0ce9bdd&fccid=7947517281a81ab4&vjs=3
Python Developer,Talent Basket,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Integrate user-facing elements into applications. Mentoring developers & teaching best practices. Work experience as a Python Developer for 2 to 4 years. Improve functionality of existing systems.,,https://in.indeed.com/rc/clk?jk=edbe0fcaa70872d8&fccid=4cf59f6cd5b3bacd&vjs=3
Senior Software Engineer - VC++/MFC,QuEST Global Engineering,"Thiruvananthapuram, Kerala",2 days ago,"June 16, 2021",Software Developer with minimum 4-6 years of experience in developing applications using Visual C++ and MFC. Ability to quickly learn new technology as part of project requirement.,,https://in.indeed.com/rc/clk?jk=813023d817565cfd&fccid=ad3813e46e9342cd&vjs=3
Software Engineer/Senior Software Engineer - React,Cabot,"Kochi, Kerala",30+ days ago,"June 16, 2021","Ensure the performance, quality, and responsiveness of applications. Building reusable components and front-end libraries for future use. Ability to respond to various development issues and…",,https://in.indeed.com/rc/clk?jk=f4298fdb06695fd5&fccid=75929a410097a9db&vjs=3
"Software Engineer II - Asp.net, PowerBI",Valorem,"Kochi, Kerala",21 days ago,"June 16, 2021",Valorem Reply is seeking an experienced Software Engineer with deep expertise in the area of Web Development with a passion for using technology to engineer solutions that creatively solve problems...,,https://in.indeed.com/company/Valorem/jobs/Software-Engineer-df29fddd21e1ab05?fccid=1820a23c300136c6&vjs=3
Front end Developer - React,Turbolab Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",You will also be responsible for integrating the components built by your co-workers and provide technical leadership to other software developers. 1 to 3 years of experience in React and Javascript.,,https://in.indeed.com/rc/clk?jk=d7d3fea567cc41da&fccid=32f9bc02a03a0a68&vjs=3
Senior ETL Developer,Guidehouse,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Engages with team members business analysts, client service teams and data scientists to understand data needs for the project, produce technical design documents and develop ETL solutions.",,https://in.indeed.com/rc/clk?jk=0e7a509c5d21d97d&fccid=b8fdf400786b78b1&vjs=3
Android Application Senior Developer,QuEST Global Engineering,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",4+ years of strong programming experience in Java and other User Interface technologies with Object Oriented Programming design patterns. Android Application developer is responsible for Software…,,https://in.indeed.com/rc/clk?jk=77ec3b6c4f8fecc4&fccid=ad3813e46e9342cd&vjs=3
Spotfire Developer,Guidehouse,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","3 to 5 years of hands on experience with open source and industry leading business intelligence tools (Spotfire, Tableau, QlikView); Project management experience is highly preferred.",,https://in.indeed.com/rc/clk?jk=0746ca856c859dad&fccid=b8fdf400786b78b1&vjs=3
Senior Software Engineer - Core Java,QuEST Global Engineering,"Thiruvananthapuram, Kerala",10 days ago,"June 16, 2021",3-5 years of experience in design and development of software applications and frameworks. Ability to understand/learn architecture and design of existing applications developed mainly using Core Java…,,https://in.indeed.com/rc/clk?jk=79312d64edd801de&fccid=ad3813e46e9342cd&vjs=3
Android Developer Fresher,Stackontech,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Familiarity with RESTful APIs to connect Android applications to back-end services. Collaborate with cross-functional teams to analyze, design, and ship new features.",,https://in.indeed.com/rc/clk?jk=eb476c00e042f601&fccid=cdc61fd1afba4a47&vjs=3
Senior Frontend Developer,Phases India,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","5+ years of IT experience in the development of scalable consumer-facing digital solutions (websites, web applications, mobile sites etc) in HTML, CSS3 and JavaScript.",,https://in.indeed.com/rc/clk?jk=ae50e431b8c01743&fccid=846a59d6e1e05eff&vjs=3
ASP.Net Developer,Polosys Technologies,"Calicut, Kerala",30+ days ago,"June 16, 2021","Collaborate with an agile team of Product Managers, QA and other developers to deliver high quality products. Design and Develop front-end, middle-tier and back-end applications.",,https://in.indeed.com/rc/clk?jk=21bcb4c378125665&fccid=8864827f492a0d52&vjs=3
Senior Software Engineer - Vue.js/React.js,TheStack,"Kochi, Kerala",30+ days ago,"June 16, 2021","You know how to use design patterns to create simple and reusable components for complex UIs. You’re a master of Javascript, HTML, and CSS and you’re aware of the latest trends with frontend…",,https://in.indeed.com/rc/clk?jk=63d9941987b80083&fccid=4c3a064641fe1907&vjs=3
Developer Python,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","Django expertise is an added advantage. Experience: 1 - 3 years in Python Developer( Required ). Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent.",,https://in.indeed.com/rc/clk?jk=019f933a1f09a651&fccid=f74c40d50fb54046&vjs=3
Backend Developer,Clubby,"Kochi, Kerala",30+ days ago,"June 16, 2021","Firm understanding and application of computer science fundamentals: data structures, algorithms, and design patterns. Over two years of software industry expertise in web development.",,https://in.indeed.com/rc/clk?jk=66cb5b8d02167c39&fccid=8896197d3a310b6f&vjs=3
NFS_Senior iOS Developer_Senior,Ernst & Young,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Ability to organize large-scale front-end mobile application codebases using common mobile design patterns such as MVVM, Clean Swift, MVC or Viper. Experience with two-way data synchronisation between…",,https://in.indeed.com/rc/clk?jk=c02bc041f0a48e58&fccid=1544766d4c2915b0&vjs=3
Senior Software Engineer : C/C++,QuEST Global Engineering,"Thiruvananthapuram, Kerala",12 days ago,"June 16, 2021","As a member of the team, the primary job will be to work in customer project to perform requirement analysis, effort estimate, design, feasibility, development and maintenance of embedded C/C++…",,https://in.indeed.com/rc/clk?jk=b348247e07d7b866&fccid=ad3813e46e9342cd&vjs=3
Senior Software Engineer,Spawoz Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as liaison between development staff and project manager.,,https://in.indeed.com/rc/clk?jk=8c275462aa167bf9&fccid=ef3020bcb3613bf9&vjs=3
Java Developer 5-9 years of experience,Zine Mind,"Kochi, Kerala",20 days ago,"June 16, 2021",Good knowledge of developing RESTful web services using Spring Boot. Working experience on using messaging queues RabbitMQ/Kafka is plus. 5+ years of experience as a Java developer.,,https://in.indeed.com/rc/clk?jk=aef2c45ff0663cc7&fccid=6fbc0dce27621c6c&vjs=3
Sr Developer .Net MVC/ .Net Core,Techneurons Consulting Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021",Ability to translate business needs into software features. Collaborate with other programmers to design and implement features. Attention to detail is essential and all tasks must be carried out to…,,https://in.indeed.com/rc/clk?jk=ab57b2780be49dc6&fccid=8d5d9b46628c65a6&vjs=3
Java developer,skilora,"Calicut, Kerala",27 days ago,"June 16, 2021","Experience: 3 - 4 years in Java Developer( Required ). Independently own, design, write and test quality code. Spring Boot Senior Developer with experience in application components using Spring Boot.",,https://in.indeed.com/rc/clk?jk=5edd28ebe818360c&fccid=f74c40d50fb54046&vjs=3
PHP Developer,Agileblaze,"Calicut, Kerala",30+ days ago,"June 16, 2021","Develop and deploy new features to facilitate related procedures and tools if necessary. 2+ years of software development experience in PHP. Demonstrable knowledge of web technologies including HTML,…",,https://in.indeed.com/rc/clk?jk=f6b5b0323642e4bf&fccid=cd7e203b58803c01&vjs=3
MS Dynamics Developer,Suyati,"Kochi, Kerala",30+ days ago,"June 16, 2021",Configuration changes and assisting in the design of software applications to meet both functional and technical requirements. 3 Integration with third-party solutions using SOAP and REST APIs.,,https://in.indeed.com/rc/clk?jk=363803c25ccdd300&fccid=50f743fbb99e3823&vjs=3
Full Stack Developer,GadgEon,"Kochi, Kerala",30+ days ago,"June 16, 2021","Full Stack Developers, highly skilled, hands-on cloud application programmer who is comfortable with both ReactJS and back end programming. Key Duties/ Responsibilities: Individual contributor for…",,https://in.indeed.com/rc/clk?jk=4298c628c79f1048&fccid=b4442ae3d1e71d30&vjs=3
DOTNET DEVELOPER,ItJobCell,"Thiruvananthapuram, Kerala",28 days ago,"June 16, 2021","Details : Configuring, upgrading, debugging existing systems Offering timely support for desktop, web, or mobile applications Integrating codes using .NET Framework (C#, VB .NET) Skill : Analytical,…",,https://in.indeed.com/rc/clk?jk=0fabe458336d4ccb&fccid=08aa6c51b8775e0e&vjs=3
Python Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a Python Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=25638c4a680676ff&fccid=f74c40d50fb54046&vjs=3
Angular Javascript Developer,Tracy Ann Benson (Proprietor of HR Geek Consulting...,"Ernakulam, Kerala",11 days ago,"June 16, 2021","Key Responsibilities: • Develop product using Angular • Work on a large scale, a custom-built system using .NET Core, Javascript, JQuery, and Angular.js • Estimate the work • Write code based on…","₹4,00,000 - ₹10,00,000 a year",https://in.indeed.com/rc/clk?jk=b35bd73376d54489&fccid=2ff81e6688d562f6&vjs=3
Senior Java Developer,Nielsen,"Kochi, Kerala",30+ days ago,"June 16, 2021",ABOUT THE ROLE We are looking for Full Stack Senior Developer who can join in our exciting journey of building next generation features. You will have opportunities to work on cutting edge…,,https://in.indeed.com/rc/clk?jk=c77fa40cb9b41b97&fccid=683f563b5cc25b70&vjs=3
Java Developer,Mindteck (India) Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","• Experience in Java/Spring Boot, • Building microservices using docker deployed to Kubernetes • Preferably had prior experience working with Modern Core Banking systems • Experience with APIGEE…",,https://in.indeed.com/rc/clk?jk=d04529d2772e2fc1&fccid=f901650d097a9211&vjs=3
Dot Net Developer,Six Sigma,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Job Details Requirement Type Permanent Job Title Dot Net Developer Job Level Executive - Non-Managerial Job Description Dot Net Developer No. of Openings 5 Job Domain IT Experience - Minimum No.Of…,"₹60,000 a month",https://in.indeed.com/rc/clk?jk=2a206fe8adf58a2a&fccid=0f243b81dbea7cc8&vjs=3
Php developer - Contract to Hire - Remote,Talent Basket,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Leading US MNC IT Software Company is hiring for Designation-PHP Developer/Senior PHP Developer - 4 Month Contract Location-WFH or Remote Salary- As per Industry Standard Qualification: Any…,,https://in.indeed.com/rc/clk?jk=7814ab1233058e21&fccid=4cf59f6cd5b3bacd&vjs=3
SAP Hybris Developer,Infosys Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Educational Requirements Bachelor of Engineering A day in the life of an Infoscion • As part of the Infosys consulting team, your primary role would be to get to the heart of customer issues,…",,https://in.indeed.com/rc/clk?jk=7aceabc1a6dae16e&fccid=c67533a523c83a4c&vjs=3
DevOps Engineer,Nucore Software,"Calicut, Kerala",5 days ago,"June 16, 2021","Designation: DevOps Engineer Location: UL Cyberpark, Kozhikode, Kerala Experience: 0 to 3 years Requirements: Interest to join, learn & grow within the Travel Industry via Nucore DevOps team.…",,https://in.indeed.com/rc/clk?jk=d2df24bbf366265b&fccid=3a701032fd30bb17&vjs=3
Senior Web Developer (Wordpress),ConnectIN Jobs Global,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","YOUR ROLE Analyze the customer requirements, clarify if questions arise, Keep the status of the tasks up to date in JIRA. Provide accurate estimation, Ensure quality deliverables on-time…",,https://in.indeed.com/rc/clk?jk=a54fb459650a8b3f&fccid=dd616958bd9ddc12&vjs=3
Software Engineer – PHP,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021","Strong knowledge in PHP Basic understanding of front-end technologies, such as JavaScript, JQuery, HTML5, and CSS3 Capable to build efficient and reusable PHP modules Proficient understanding of…",,https://in.indeed.com/rc/clk?jk=b6bbe3e98194b53c&fccid=b67bb5442ac9dbdc&vjs=3
iOS Developer,Vadizen Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience: 0 - 3 years Skills: Knowledge in iOS, Swift and Objective C. Strong understanding of object oriented development and OOPs concept Job Profile : Breaking down complex technical problems…",,https://in.indeed.com/rc/clk?jk=dd10744a288349cb&fccid=17a89299a0076954&vjs=3
UI Developer,Career Foresight Hr Solutions Llp,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","3 yrs of front -end web development using Angular, HTML5, CSS, JavaScript & jQuery Experience with any framework like KendoUI, AngularJS  Good understanding XML, JSON and Web Services  Good to…","₹4,50,000 - ₹8,00,000 a year",https://in.indeed.com/rc/clk?jk=262c84f99257ac73&fccid=7b4f544ab5137201&vjs=3
Automotive advanced application Developer,QuEST Global Engineering,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Roles & Responsibilities Screen, scout and evaluate suitable technologies/solutions for given problems in Automotive Infotainment/Instrument Cluster/HUD applications. Demonstrate high levels of…",,https://in.indeed.com/rc/clk?jk=bb1b96155d1084cd&fccid=ad3813e46e9342cd&vjs=3
Software Engineer - PHP,Armia Systems Inc.,"Kochi, Kerala",30+ days ago,"June 16, 2021","Analyze infrastructure requirements, design, write, test and deploy highly functional databases, implementing concepts using best development practices, OOPS concepts, MVC architecture, and following…",,https://in.indeed.com/rc/clk?jk=d6f76cfb43b969ac&fccid=da046ff4ece0052f&vjs=3
PHP Developers,Jay4web,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Experience in developing and maintaining dynamic web applications in PHP. Front-end skills in HTML5, JavaScript, jQuery and CSS. Strong knowledge in MySQL Database and OOPs concepts.",,https://in.indeed.com/rc/clk?jk=df979edc0a2f6afc&fccid=3f2dcebd7c27bf74&vjs=3
Front End Software Engineer,Cordiace Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","His or her role also involves leveraging a competent understanding of technology, user interface design and visual design fundamentals, and techniques in generating an effective range of designs…",,https://in.indeed.com/rc/clk?jk=63a29aab0321704e&fccid=11356253ad0aa644&vjs=3
Java Developer,Kairos Technologies Private Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Urgently require Java Developer with 4-6 years experience and at least 3+ years of using tools like spring boot, microservices. Skillset Required: Java along with spring boot, microservices.",,https://in.indeed.com/rc/clk?jk=bd98088fd11a963f&fccid=e8f5b7c5ef7dc8cb&vjs=3
Senior PHP Developer,2basetechnologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",Solid knowledge in all phases of the software development lifecycle & Experience working in an Agile/Scrum development process. Liaise with relevant business and technical teams in relation to…,,https://in.indeed.com/rc/clk?jk=2b666b906bf0f6e6&fccid=463ea9db97c9f37f&vjs=3
"NodeJs/ Angular JS Developer, 3+yrs experience.TRIVANDRUM",Mantis HR Consulting,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Avoid scams by acting locally or paying with PayPal. This site is never involved in any transaction, and does not handle payments, shipping, guarantee transactions, provide escrow services, or offer …","₹3,00,000 - ₹6,00,000 a year",https://in.indeed.com/rc/clk?jk=526b4ab5a4c07e64&fccid=d40a7a671145b733&vjs=3
Software Engineer/Senior Software Engineer - Node.js,Cabot,"Kochi, Kerala",30+ days ago,"June 16, 2021","Ensure the performance, quality, and responsiveness of applications. Basic understanding of front-end technologies. Development of back-end logic and integrating the front-end elements into the…",,https://in.indeed.com/rc/clk?jk=b75a34cf0f21568a&fccid=75929a410097a9db&vjs=3
ASP.NET Developer,Mejora Jobs And Education,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Job Description : ASP.NET Developer Location: Kochi Company Type: IT Qualification: Graduate Experience: Minimum of 2 Years Salary: 12k-20k 2.00-5.00…,"₹12,000 - ₹20,000 a month",https://in.indeed.com/rc/clk?jk=ba9386aa261539ef&fccid=83540646dd994ddf&vjs=3
Full Stack Developer,MWT Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",3 to 4 years of experience in PHP application development using Laravel or any other framework. Knowledge and experience in developing software using agile methodologies.,,https://in.indeed.com/rc/clk?jk=0d396683498154a3&fccid=c094e3613e0a870d&vjs=3
Full Stack Developer,Riafy Technologies,"Ernakulam, Kerala",26 days ago,"June 16, 2021","Must be experienced in relational and non-relational databases(Mysql, NoSQL, MongoDB, Postgres, etc. Must have a thorough knowledge of Node.js. 2.A minimum experience of 2 year working with Node.js ,…",,https://in.indeed.com/rc/clk?jk=45cfab84ea226850&fccid=bbae933ee6d1205a&vjs=3
Web designer/Front-End Developer,2Hats Logic Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","Maintain quality and ensure responsiveness of applications. Communicate effectively both verbally and in writing with client, managers and other front end developers.",,https://in.indeed.com/rc/clk?jk=04c82e55871a9110&fccid=ee759bf2804a02e3&vjs=3
React UI Developer – Urgent Requirement 3-6 years of experience,Zine Mind,"Kochi, Kerala",20 days ago,"June 16, 2021","Sound knowledge of design patterns and practices for writing clean, linted, maintainable, and reusable code. Understanding of Version Control Systems like Git Experience in using supplementary…",,https://in.indeed.com/rc/clk?jk=3c76eedaa092cf0c&fccid=6fbc0dce27621c6c&vjs=3
PYTHON/ODOO DEVELOPER TRAINEE,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021",OpenERP Development Python Web Development Software Development Odoo C# C++ Microsoft PowerPoint Web Design GRC software Web development frameworks PostgreSQL Coding.,,https://in.indeed.com/rc/clk?jk=e54d9a40d71a4d5c&fccid=f74c40d50fb54046&vjs=3
Dot Net Developer,Link Management Solutions Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Passionate about building high-quality systems with software implementation best practices. 3-6 years of experience in the software Industry with programming skills. NET Framework 3.5/4.0/4.5, C#.",,https://in.indeed.com/rc/clk?jk=958487790c2d1a01&fccid=80c8fd5f1fcd75f7&vjs=3
iOS Developer,Emerinter,"Kochi, Kerala",30+ days ago,"June 16, 2021","Design, develop and implement iOS platforms as per our customer requirements. Diploma In Engineering / BS Computer with relevant experience or professional knowledge.",,https://in.indeed.com/rc/clk?jk=243c2fbeb7ea76b2&fccid=135fd1093edd56bc&vjs=3
Ios Developer,Webandcrafts,"Trichur, Kerala",30+ days ago,"June 16, 2021","Having good knowledge of Cocoa touch and MVC design patterns. Should have Minimum 1 Yr of Experience developing iPhone Applications. Having good knowledge of XCode, iOS SDK, Interface builders and…",,https://in.indeed.com/rc/clk?jk=f3ceadadeb2dc451&fccid=8493a407e91a6fca&vjs=3
Magento developer,Brahmaa Infotek,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","We are looking for a self-motivated Magento developer responsible for coding and modifying Magento websites from layout to function, ensuring a superb e-commerce user experience.",,https://in.indeed.com/rc/clk?jk=a06df55f7c3709b3&fccid=360b0f045c6371ec&vjs=3
Senior Software Engineer (PHP),RM Education Solutions India,"Irinchayam B.O, Kerala",30+ days ago,"June 16, 2021","Verification of codebase and ensure the quality of the code. 2 - 4 years of experience in PHP development. Understand the requirements, design and develop PHP web Projects.",,https://in.indeed.com/rc/clk?jk=09e44b5e5f166cd5&fccid=dc83abb62640bbc8&vjs=3
UI Developer (Contract),RM Education Solutions India,"Irinchayam B.O, Kerala",30+ days ago,"June 16, 2021","Excellent ability to learn and pick up new applications and technologies. 3 - 5 years of experience in UI development using HTML5, CSS3, SCSS, JavaScript, jQuery, and Photoshop.",,https://in.indeed.com/rc/clk?jk=388082f9840fad1c&fccid=dc83abb62640bbc8&vjs=3
Android Developer,Progressive Cybernetics,"Muvattupuzha, Kerala",30+ days ago,"June 16, 2021","Deep knowledge of Android UI design principles, patterns, and best practices. Design and build advanced applications for the android platform. Ongoing reviewing and maintenance of existing projects.",,https://in.indeed.com/rc/clk?jk=66c683c19ea8a08d&fccid=ddbbe0be2d25cdd3&vjs=3
Node.JS Developer,GadgEon,"Kochi, Kerala",7 days ago,"June 16, 2021","Architecting and automating the build process for production, using task runners or scripts. Experience working in AWS, Azure Cloud Environment, Linux server operations.",,https://in.indeed.com/rc/clk?jk=b9abbe72f3748c93&fccid=b4442ae3d1e71d30&vjs=3
Node JS Developer,Gdata Technology,"Calicut, Kerala",30+ days ago,"June 16, 2021","Web application low level design, db design, and UX design,. Implement Web applications using nodejs and javascript eco system,. Translate client requirements to application design, and document,.",,https://in.indeed.com/rc/clk?jk=c5c47b5eab15b4e4&fccid=2d4d48686515bafa&vjs=3
ASP.Net Developer,Viaweb,"Kochi, Kerala",30+ days ago,"June 16, 2021",Must have thorogh knowledge and experience in developing web based apps and websites in C# Asp.Net. A good knowledge on MS SQL & Other database types.,,https://in.indeed.com/rc/clk?jk=2b25bc5e6746d01a&fccid=3cd5d45a3610b47b&vjs=3
Magento Developer,ABZER Technology Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","Analyze, design, code, debug, test, document & deploy applications. Develop and manage e-commerce websites, web applications & web sites. Participate in project & deployment planning.",,https://in.indeed.com/rc/clk?jk=1bd5dc3dfb5387da&fccid=4a3260225aa4c814&vjs=3
Java Developer - Kochi Location,Populux Management Consultancy,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Hands on experience in designing and development of Java based products using Spring MVC, Hibernate technology. Understanding of MVC design pattern.",,https://in.indeed.com/rc/clk?jk=ebfaa75b8c2f5057&fccid=9f2d5eb768952a4a&vjs=3
iOS Developer - Urgent Requirement 3-8 years of experience,Zine Mind,"Kochi, Kerala",20 days ago,"June 16, 2021","Looking for a seasoned iOS Developer with 3-8 years of experience developing mobile applications on the iOS platform. 3-8 years of software engineering and product delivery experience, with a strong…",,https://in.indeed.com/rc/clk?jk=204392aae0d90eca&fccid=6fbc0dce27621c6c&vjs=3
Software Engineer – iOS,Fingent,"Kochi, Kerala",29 days ago,"June 16, 2021",Work with developers to design high quality mobile apps. Familiarity with RESTful APIs to connect iOS and MacOS applications to back-end services. As a Software Engineer you will be responsible for…,,https://in.indeed.com/rc/clk?jk=1dada3f5f070aaaf&fccid=b67bb5442ac9dbdc&vjs=3
Python/ PHP Developer,Santsinfo,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Build efficient, testable, and reusable modules for the Python/PHP platforms. Developing the codes & generate the test cases. Developing and maintaining Web/IOS, Android Applications.",,https://in.indeed.com/rc/clk?jk=bc536550c266704d&fccid=dd616958bd9ddc12&vjs=3
Software Engineer- Java,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021",Excellent understanding of Object-Oriented and J2EE design patterns. Experience in writing REST APIs using JAX-RS or Spring. Experience in Kotlin would be an added advantage.,,https://in.indeed.com/rc/clk?jk=d51905b9802c79bb&fccid=b67bb5442ac9dbdc&vjs=3
Web Developer- Html/CSS,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Write well designed, testable, efficient code by using best software development practices. Create website layout/user interface by using standard HTML/CSS practices.",,https://in.indeed.com/rc/clk?jk=7638611340302af1&fccid=f74c40d50fb54046&vjs=3
Software Engineer- Network Programmer,ThinkPalm Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience in Linux kernal will be an added addvantage . Strong experience in C or C++ programming. Should have experience in Network Programming – Socket Programming, Mulithreading .",,https://in.indeed.com/rc/clk?jk=e0be50e86b420a6f&fccid=121dbd0f35f85fab&vjs=3
Software Engineer /Senior Software Engineer,Icubespro,"Kochi, Kerala",30+ days ago,"June 16, 2021","As a part of the development team, you need to collaborate with the technical team members to ensure time bound delivery of the project. Strong skills in design, development, debugging, building new…",,https://in.indeed.com/rc/clk?jk=ad4045c78a354696&fccid=dbb6b18b5c14b01b&vjs=3
